#Add region coordinates by each line in the following order: x_min,y_min,x_max,y_max
-95.99;41.12;-95.7;41.2
-85.8494;38.7909;-85.8277;38.8013
-86.1234;38.5938;-86.0683;38.6183
-86.4763;38.5501;-86.4637;38.5691
-84.7559;39.4997;-84.7299;39.5164
-84.7213;39.4898;-84.7157;39.4928
-84.5892;39.4100;-84.5821;39.4137
-83.5369;39.2148;-83.5245;39.2159
